attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Parco o giardino,Ristorante,Sala lettura separata,Sala televisione separata,Servizi baby sitting,Servizio congressi,Trasporto clienti stazione","Francese,Inglese,Tedesco",64.0,https://www.booking.com/hotel/it/residence-park-boscone.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,41.0,Alberghiere,Residenze turistico alberghiere 4 stelle,"8,1",boscone residence + dipendenza,info@residenceboscone.it,0343 56299,False,5.27487310744e+17,5.14228411395e+17,9727608,,5.14228411395e+17,219.0,5.27487310744e+17,93 recensioni,boscone suite hotel,"8,2",SO,"7,9","6,9","7,6","7,4","8,9",Italia,0343 53628,,valdisotto,via per motta 14,23024.0,
,,1.0,https://www.booking.com/hotel/it/b-amp-b-le-ciaf.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,2.0,Complementari,Bed & Breakfast,"9,4",le ciaf,bbleciaf@gmail.com,,False,6.13235044605999e+17,5.12270093773e+17,103797138,,5.12270093773e+17,4.0,6.13235044605999e+17,95 recensioni,b&b le ciaf,"9,0",BS,"9,7","8,8","9,2","9,3","9,6",Italia,,10,valdisotto,via roma 83,25050.0,
,,1.0,https://www.booking.com/hotel/it/snow-peak.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,2.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"8,8",snow peak,mdbijoux@gmail.com,,False,6.16448188633e+17,512387978761.0,38321371,,512387978761.0,4.0,6.16448188633e+17,8 recensioni,snow peak,"9,4",BS,"8,8","8,4","8,6","8,8",10,Italia,3440473542,,valdisotto,viale venezia 16,25056.0,
"Access. diversamente abili parziale,Accesso a vetture private,Attrezzatura di pronto soccorso,Frigorifero,Parcheggio privato,Parco o giardino,Sala televisione separata",Inglese,1.0,https://www.booking.com/hotel/it/la-casa-rossa-presolana.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0.0,Complementari,Locazione turistica non imprenditoriale,10,appartamento casa rossa,ulisse.migliorati@pec.it,,True,5.82861863999999e+17,5.0861729069999904e+17,632791606,,5.08617290699999e+17,4.0,5.82861863999999e+17,2 recensioni,la casa rossa - presolana,10,BG,10,10,10,10,10,Italia,3474767421,,valdisotto,via cantoniera 8,24020.0,
,,16.0,https://www.booking.com/hotel/it/appartamento-piz-orsera.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=609&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,"8,8",bait all - bormolini maria domenica,,,False,5.85727794004e+17,5.1500682525399904e+17,66955170,,5.15006825253999e+17,28.0,5.85727794004e+17,2 recensioni,appartamento piz orsera,10,SO,10,"8,8","9,0",10,"8,8",Italia,,,valdisotto,via all 37,23030.0,
,,1.0,https://www.booking.com/hotel/it/casa-da-raquel.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=132&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297718&from=searchresults#hotelTmpl,1.0,Complementari,Locazione turistica non imprenditoriale,,lt di anita mattes,anita.mattes@gmail.com,,False,5.31861113999999e+17,5.0786132079999904e+17,650994299,,5.07861320799999e+17,4.0,5.31861113999999e+17,,casa da raquel,,LC,,,,,,Italia,,,valdisotto,via perpetua 6,23900.0,ACQUATE
,,3.0,https://www.booking.com/hotel/it/bait-dal-cucu-appartamento-ables.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from=searchresults#hotelTmpl,3.0,Complementari,Foresterie lombarde,,baita dal cucu',info@baitdalcucu.it,342979303,False,5.85932883643e+17,5.1516484943099904e+17,9759484,,5.15164849430999e+17,8.0,5.85932883643e+17,,bait dal cucù appartamento ables,,SO,,,,,,Italia,342979303,,valdisotto,via florin 530/a,23030.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Bigliardo,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio non custodito,Parco o giardino,Riscaldamento,Ristorante,Sala televisione separata,Sauna privata,Servizi baby sitting,Servizio congressi,Televisione satellitare,Trasporto clienti stazione,WI-FI in aree comuni",Inglese,73.0,https://www.booking.com/hotel/it/ponte-di-legno.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,0.0,Alberghiere,Residenze turistico alberghiere 4 stelle,"8,9",club pontedilegno,info@residencepontedilegno.it,364902420,False,0.0,0.0,8283707,,0.0,217.0,0.0,180 recensioni,residence club ponte di legno,"9,3",BS,"9,0","7,9","8,5","8,3","8,7",Italia,364903044,"7,8",valdisotto,piazzale cida 53,25056.0,
,,6.0,https://www.booking.com/hotel/it/italianway-roma-23.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,6.0,Complementari,Foresterie lombarde,"9,4",da mindi,,,False,6.03373189826e+17,5.14631365359e+17,9762742,,5.14631365359e+17,15.0,6.03373189826e+17,4 recensioni,roma 23,"8,1",SO,10,"9,4","9,5","9,4",10,Italia,,,valdisotto,via roma 23,23030.0,
"Attrezzatura di pronto soccorso,Cucina di uso comune,Frigorifero,WI-FI in aree comuni",,1.0,https://www.booking.com/hotel/it/ca-39-marietta-al-centro-storico.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from=searchresults#hotelTmpl,1.0,Complementari,Locazione turistica non imprenditoriale,"9,8",ca' marietta,montielago@gmail.com,,False,5.93417066399e+17,5.0890306633099904e+17,256156718,,5.08903066330999e+17,4.0,5.93417066399e+17,14 recensioni,ca' marietta al centro storico,"9,6",BS,"9,3","8,4","9,1","9,1",10,Italia,3402297039,"7,5",valdisotto,via piana 18,25042.0,
,,1.0,https://www.booking.com/hotel/it/casa-vacanze-cavagna.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"9,6",design suite cavagna,iv.cavagna@gmail.com,,False,5.52001007095e+17,5.07685754133e+17,68219077,,5.07685754133e+17,3.0,5.52001007095e+17,221 recensioni,design suite cavagna,"9,4",BG,"9,6","9,3","9,4","9,5","9,8",Italia,0345 22134,"9,4",valdisotto,via sottocorna 4,24016.0,
,,1.0,https://www.booking.com/hotel/it/appartamento-nuovo-a-pisogne-sul-lago-d-iseo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"9,5",poiatti diego,diego.poiatti@gmai.com,,True,0.0,0.0,536896475,,0.0,4.0,0.0,15 recensioni,a casa di febe - a pisogne sul lago d'iseo,"9,0",BS,"9,7","9,2","9,7","9,7","9,5",Italia,,,valdisotto,via nistoi 2,25055.0,
,,1.0,https://www.booking.com/hotel/it/presolana-home-relax-con-vista-self-check-in.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from=searchresults#hotelTmpl,0.0,Complementari,Locazione turistica non imprenditoriale,"9,4",procasa bratto,lmprocasa@spidmail.it,,True,5.81970106e+17,5.0856819819999904e+17,611997425,,5.08568198199999e+17,4.0,5.81970106e+17,4 recensioni,[presolana home] relax con vista - self check in,10,BG,10,"8,8","9,2","9,4",10,Italia,3408914890,,valdisotto,via silvio pellico 8,24020.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Bar,Custodia valori in cassette sicurezza,Lavaggio e stiratura biancheria,Ristorante,Sala lettura separata,Sala televisione separata,Salone di bellezza,Sauna privata,Servizio congressi,Tavernetta o tavola calda","Francese,Inglese,Tedesco",46.0,https://www.booking.com/hotel/it/rezia-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,46.0,Alberghiere,Alberghi 4 stelle,"8,9",rezia,info@reziahotel.it,0342 905197,False,6.05327866231999e+17,5.1469252496499904e+17,9741198,,5.14692524964999e+17,100.0,6.05327866231999e+17,490 recensioni,hotel rezia,"9,4",SO,"9,1","7,8","8,3","8,3","8,9",Italia,0342 904721,"8,8",valdisotto,via milano 9,23032.0,
"Accesso a vetture private,Aria condizionata centralizzata,Attrezzatura di pronto soccorso,Frigorifero,Parcheggio privato,Parco o giardino,WI-FI in aree comuni",Inglese,1.0,https://www.booking.com/hotel/it/casa-guglielmo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297231&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),"9,5",casa guglielmo,guglielmofausti@msn.com,,False,5.88092760981e+17,5.0758193320899904e+17,13445548,,5.07581933208999e+17,4.0,5.88092760981e+17,11 recensioni,casa guglielmo,"8,6",BS,"9,8","8,4","9,5","9,5",10,Italia,3473562514,10,valdisotto,via castello 8,25050.0, gratacasolo
"Access. diversamente abili parziale,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Giochi per bambini,Ristorante,Sala lettura separata,Sala televisione separata,Tavernetta o tavola calda,Trasporto clienti stazione","Francese,Inglese",36.0,https://www.booking.com/hotel/it/sciatori-tema1.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,36.0,Alberghiere,Alberghi 3 stelle,"8,1",sciatori,sciatori@iridehotels.com,364906343,False,6.13249866174999e+17,5.12271420554e+17,8291594,,5.12271420554e+17,55.0,6.13249866174999e+17,92 recensioni,hotel sciatori,"8,8",BS,"8,1","7,5","7,7","7,8","8,8",Italia,364906333,"7,5",valdisotto,via roma 77,25050.0,
,,3.0,https://www.booking.com/hotel/it/bait-dal-cucu-app-plascianet.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from=searchresults#hotelTmpl,3.0,Complementari,Foresterie lombarde,,baita dal cucu',info@baitdalcucu.it,342979303,False,5.85932883643e+17,5.1516484943099904e+17,9759484,,5.15164849430999e+17,8.0,5.85932883643e+17,,bait dal cucù app plascianet,,SO,,,,,,Italia,342979303,,valdisotto,via florin 530/a,23030.0,
"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Pulizia calzature,Riscaldamento,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Servizi baby sitting,Tavernetta o tavola calda,Trasporto clienti stazione","Inglese,Tedesco",12.0,https://www.booking.com/hotel/it/alpen-chalet-schilpario.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zY2hpbHBhcmlvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKiv4ukBsACAdICJDU4ZDcxNGM5LTg4NzktNDZmNy04YWM5LTJkMmJhZDZiMWFkM9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d62b3a11751c0149&srepoch=1686298531&from=searchresults#hotelTmpl,12.0,Alberghiere,Alberghi 3 stelle,"9,6",alpen chalet,RIFUGIO.VIVIONE@PEC.IT,346090280,False,5.89647662866999e+17,5.09554587949e+16,57021163,,5.09554587949e+16,23.0,5.89647662866999e+17,110 recensioni,alpen chalet,"9,3",BG,"9,6","8,8","9,1","9,3","9,4",Italia,346090280,"8,0",valdisotto,via serta 1/d,24020.0,
,,3.0,https://www.booking.com/hotel/it/bait-dal-cucu-appartamento-canton.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from=searchresults#hotelTmpl,3.0,Complementari,Foresterie lombarde,,baita dal cucu',info@baitdalcucu.it,342979303,False,5.85932883643e+17,5.1516484943099904e+17,9759484,,5.15164849430999e+17,8.0,5.85932883643e+17,,bait dal cucù appartamento canton,,SO,,,,,,Italia,342979303,,valdisotto,via florin 530/a,23030.0,
,,1.0,https://www.booking.com/hotel/it/appartamento-il-pozzo-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1.0,Complementari,Locazione turistica non imprenditoriale,"8,6",lt di vincenzo pomponi,cristiana.venezia@gmail.com,,True,5.30299040999999e+17,5.077979673e+17,352164145,1 piano,5.077979673e+17,2.0,5.30299040999999e+17,77 recensioni,appartamento il pozzo,"9,9",LC,"8,8","8,6","8,5","8,4","9,3",Italia,3487202871,,valdisotto,via del pozzo 8,23900.0,CENTRO
"Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Parcheggio custodito,Parco o giardino,Ristorante,Sala lettura separata,Sala televisione separata,Servizio congressi,Trasporto clienti stazione","Francese,Inglese,Tedesco",49.0,https://www.booking.com/hotel/it/bigio.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from=searchresults#hotelTmpl,49.0,Alberghiere,Alberghi 3 stelle,"8,3",hotel bigio,bigio@bigio.info,0345/23463,False,5.51614655435999e+17,5.07649532411e+17,8159745,,5.07649532411e+17,93.0,5.51614655435999e+17,1.511 recensioni,hotel bigio,"9,5",BG,"8,6","8,0","8,1","8,2","8,9",Italia,0345/21058,"7,5",valdisotto,via matteotti 2,24016.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Discoteca,Estintori,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Parcheggio non custodito,Parco o giardino,Riscaldamento,Ristorante,Ristorante vegetariano,Sala accoglienza,Sala lettura separata,Sala televisione separata,Servizio in camera,Solarium,Tavernetta o tavola calda,Trasporto clienti stazione,WI-FI in aree comuni","Francese,Inglese",16.0,https://www.booking.com/hotel/it/albergo-ristorante-scanapa.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.0,Alberghiere,Alberghi 3 stelle,"9,0",scanapa',albergoscanapasnc@pec.it,0346 31386,False,5.84927613999999e+17,5.086805035e+17,8154494,,5.086805035e+17,25.0,5.84927613999999e+17,147 recensioni,albergo ristorante scanapà,"8,8",BG,"9,3","8,9","8,7","8,9","9,6",Italia,34627223,"7,9",valdisotto,via cantoniera 16,24020.0,
,,1.0,https://www.booking.com/hotel/it/appartamenti-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,2.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,"7,7",cav appartamento 2 di casa ideale,casaidealemilano@gmail.com,,True,5.30973491999999e+17,5.079363644e+17,624756713,,5.079363644e+17,4.0,5.30973491999999e+17,391 recensioni,appartamenti casa ideale lecco,"7,5",LC,"7,7","8,1","7,3","7,4","7,4",Italia,,,valdisotto,via gorizia 54,23900.0,RANCIO
,,4.0,https://www.booking.com/hotel/it/sweet-home-casa-vacanze-il-panorama.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zb25nYXZhenpvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKd_IukBsACAdICJDY4NGNhYmNjLWYwYzgtNDU3NC1iZDczLTRhZTNiMzQ5MjliMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=341c494ea1590052&srepoch=1686306335&from=searchresults#hotelTmpl,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,sweet home,giacometti.silvia@pec.it,,True,5.76778698727e+17,5.0810956228599904e+17,644528477,,5.08109562285999e+17,14.0,5.76778698727e+17,,"sweet home casa vacanze ""il panorama""",,BG,,,,,,Italia,3391655041,,valdisotto,via vittorio veneto 25,24020.0,
,,20.0,https://www.booking.com/hotel/it/residence-serenella.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from=searchresults#hotelTmpl,20.0,Alberghiere,Residenze turistico alberghiere 4 stelle,"9,3",serenella residence,info@serenella.eu,0342 746916,False,5.89449824888e+17,5.11183178399e+17,9734854,,5.11183178399e+17,46.0,5.89449824888e+17,17 recensioni,residence hotel serenella,"9,7",SO,"9,6","8,8","8,9","9,3","9,7",Italia,0342 746625,,valdisotto,via europa 142,23031.0,
