name,url,rating,price,contact,via,CAP,comune
Ristorante Baita dei Pini,https://www.tripadvisor.it/Restaurant_Review-g194697-d2648231-Reviews-Ristorante_Baita_dei_Pini-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342904346,Via Don Evaristo Peccedi 15 ,23032, Bormio
Agriturismo SanGallo,https://www.tripadvisor.it/Restaurant_Review-g194697-d14791677-Reviews-Agriturismo_SanGallo-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393272608285,Via Per Premadio 30 ,23032, Bormio
Kuerc,https://www.tripadvisor.it/Restaurant_Review-g194697-d1224776-Reviews-Ristorante_Kuerc-Bormio_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+390342910787,Piazza Cavour 8 ,23032, Bormio
Bar paninoteca a la Torre,https://www.tripadvisor.it/Restaurant_Review-g194697-d4061686-Reviews-Bar_paninoteca_a_la_Torre-Bormio_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+390342911614,Piazza Cavour 12 ,23032, Bormio
Pasticceria Gelateria Braulio,https://www.tripadvisor.it/Restaurant_Review-g194697-d3498722-Reviews-Pasticceria_Gelateria_Braulio-Bormio_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+390342903182,Via Trieste 14 ,23032, Bormio
AperiZeta Bormio,https://www.tripadvisor.it/Restaurant_Review-g194697-d10262107-Reviews-AperiZeta_Bormio-Bormio_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393356637380,Via Funivie 47 ,23032, Bormio
Clem Pub,https://www.tripadvisor.it/Restaurant_Review-g194697-d3826006-Reviews-Clem_Pub_Restaurant-Bormio_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393516625240,Via Fiera 4 ,23032, Bormio
Ristorante Gavioli,https://www.tripadvisor.it/Restaurant_Review-g194697-d17762497-Reviews-Ristorante_Gavioli-Bormio_Province_of_Sondrio_Lombardy.html,5.0,fascia media,+390342901812,Via Alberti 3 ,23032, Bormio
Ristorante Rezia,https://www.tripadvisor.it/Restaurant_Review-g194697-d3748256-Reviews-Ristorante_Rezia-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342904721,Via Milano 9 ,23032, 
Baita de Mario- Ciuk,https://www.tripadvisor.it/Restaurant_Review-g194697-d1860637-Reviews-Baita_de_Mario_Ciuk-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342901424,Ciuk ,23032, Bormio
Bormio Power Ristorante,https://www.tripadvisor.it/Restaurant_Review-g194697-d24799002-Reviews-Bormio_Power_Ristorante-Bormio_Province_of_Sondrio_Lombardy.html,4.5,,+393295386332,Via Milano 104 ,23032, Bormio
PizzCami,https://www.tripadvisor.it/Restaurant_Review-g1199300-d3859313-Reviews-PizzCami-Borno_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+390364310696,Via Don Pinotti 11 Centro Storico ,25042, Borno
Pizzeria Lè Stess,https://www.tripadvisor.it/Restaurant_Review-g1199300-d10356110-Reviews-Pizzeria_Le_Stess-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390364310986,Via Rivadossa 5 ,25042, Borno
Ristorante Pizzeria La Tegola,https://www.tripadvisor.it/Restaurant_Review-g2018856-d3834432-Reviews-La_Tegola-Piancogno_Province_of_Brescia_Lombardy.html,3.5,fascia media,+393394681180,Località Dassine ,25052, Piancogno
Ristorante Pizzeria Piandass,https://www.tripadvisor.it/Restaurant_Review-g1199300-d7019882-Reviews-Ristorante_Pizzeria_Piandass-Borno_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+390364311053,Viale Pineta 30 ,25042, Borno
Osteria Al Cantini,https://www.tripadvisor.it/Restaurant_Review-g1199300-d1995885-Reviews-Osteria_Al_Cantini-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390364310728,Via Vittorio Emanuele 15 ,25042, Borno
Pizzeria Ristorante Al Mulì,https://www.tripadvisor.it/Restaurant_Review-g1199300-d2389893-Reviews-Pizzeria_Ristorante_Al_Muli-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+39036441221,Via Montegrappa 2 ,25042, Borno
Forneria Rigali,https://www.tripadvisor.it/Restaurant_Review-g1199300-d9985790-Reviews-Forneria_Rigali-Borno_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+390364310588,Via Vittorio Veneto 55 ,25042, Borno
Incentropercento,https://www.tripadvisor.it/Restaurant_Review-g1199300-d5031374-Reviews-Incentropercento-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+393384573190,Via Vittorio Veneto 14 ,25042, Borno
Navertino,https://www.tripadvisor.it/Restaurant_Review-g1199300-d3462500-Reviews-Navertino-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39036441164,Localita Navertino 4 ,25042, Borno
Rifugio Monte Altissimo,https://www.tripadvisor.it/Restaurant_Review-g1199300-d15104814-Reviews-Rifugio_Monte_Altissimo-Borno_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+393463611004,Altissimo 1703 ,25042, Borno
Albergo Ristorante La Pigna,https://www.tripadvisor.it/Restaurant_Review-g1199300-d4759492-Reviews-Albergo_Ristorante_La_Pigna-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364311694,Via Croce di Salven 9 ,25042, Borno
Belvedere,https://www.tripadvisor.it/Restaurant_Review-g1199300-d5313635-Reviews-Belvedere-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364311623,Via Dei Giardini 30 Parcheggio Privato ,25042, Borno
Albergo Ristorante Gaba,https://www.tripadvisor.it/Restaurant_Review-g1199300-d1580385-Reviews-Albergo_Ristorante_Gaba-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390364312134,Viale Pineta 34 ,25042, Borno
Pasticceria Marsegaglia,https://www.tripadvisor.it/Restaurant_Review-g1199300-d2400299-Reviews-Pasticceria_Marsegaglia-Borno_Province_of_Brescia_Lombardy.html,4.5,cibo economico,,Via Vittorio Veneto 15 ,25042, Borno
Cristallo Blu,https://www.tripadvisor.it/Restaurant_Review-g1199300-d5493281-Reviews-Cristallo_Blu-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390364311217,Via Funivia 41 Bosco Blu ,25042, Borno
Ristorante Pizzeria Venturelli,https://www.tripadvisor.it/Restaurant_Review-g1199300-d2389879-Reviews-Ristorante_Pizzeria_Venturelli-Borno_Province_of_Brescia_Lombardy.html,4.5,cucina raffinata,+390364312067,Via Roma 9 ,25042, Borno
Chalet Lova,https://www.tripadvisor.it/Restaurant_Review-g1199300-d3533453-Reviews-Chalet_Lova-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+393477922271,Localita Lago di Lova SNC ,25042, Borno
Baita Corna Rossa,https://www.tripadvisor.it/Restaurant_Review-g1199300-d2389730-Reviews-Baita_Corna_Rossa-Borno_Province_of_Brescia_Lombardy.html,3.5,fascia media,+390364311691,Via Pineta 39 ,25042, Borno
Ristorante San Fermo,https://www.tripadvisor.it/Restaurant_Review-g1199300-d6786788-Reviews-Ristorante_San_Fermo-Borno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364312140,Via Vittorio Veneto 79 ,25042, Borno
Ristorante La Pergola,https://www.tripadvisor.it/Restaurant_Review-g2023361-d2023100-Reviews-Ristorante_La_Pergola-Ossimo_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390364310499,Via San Rocco 7 ,25050, Ossimo
Ristorante Pizzeria GheBel,https://www.tripadvisor.it/Restaurant_Review-g2023361-d3701527-Reviews-Ristorante_Pizzeria_GheBel-Ossimo_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364311058,Via Cesare Battisti 1 ,25050, Ossimo
Ristorante Miravalle Bar B&B all' Annunciata,https://www.tripadvisor.it/Restaurant_Review-g2018856-d5443869-Reviews-Home_Restaurant_Miravalle_B_B_all_Annunciata-Piancogno_Province_of_Brescia_Lomba.html,4.5,fascia media,+39335481785,Via Bertelli 1 località Annunciata Strada provinciale 5 Malegno-Borno bivio a sinistra a Ossimo inferiore ,25052, Piancogno
Via veneto Cafe Di Medaglia Daniele e C. snc,https://www.tripadvisor.it/Restaurant_Review-g1199300-d5003023-Reviews-Via_veneto_Cafe_Di_Medaglia_Daniele_e_C_snc-Borno_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+393384573190,Via Vittorio Veneto 14 ,25042, Borno
Posti Contati,https://www.tripadvisor.it/Restaurant_Review-g1199300-d13368767-Reviews-Posti_Contati-Borno_Province_of_Brescia_Lombardy.html,4.0,,+393897967755,Via Calame' 3 ,25042, Borno
Al Resù,https://www.tripadvisor.it/Restaurant_Review-g3244221-d3774057-Reviews-Al_Resu-Lozio_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39335315631,Via Armando Diaz  n. 25 frazione Villa ,25040, Lozio
Trattoria Stella,https://www.tripadvisor.it/Restaurant_Review-g1925658-d2370985-Reviews-Trattoria_Stella-Esine_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39036446013,Piazza Giuseppe Garibaldi 17 ,25040, Esine
Bar Pizzeria al Pattinaggio,https://www.tripadvisor.it/Restaurant_Review-g1199300-d15700012-Reviews-Bar_Pizzeria_al_Pattinaggio-Borno_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393457267435,Via Calamè 21 Piazza Mercato ,25042, Borno
Ristorante Pizzeria Al Ponte,https://www.tripadvisor.it/Restaurant_Review-g2370933-d2374968-Reviews-Ristorante_Pizzeria_Al_Ponte-Malegno_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364341177,Via Camillo Benso Conte di Cavour 14 ,25053, Malegno
La Vecchia Hosteria,https://www.tripadvisor.it/Restaurant_Review-g2370933-d6124594-Reviews-La_Vecchia_Hosteria-Malegno_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+390364340771,Via del Lanico 138 ,25053, Malegno
Antico Ristorante Drago,https://www.tripadvisor.it/Restaurant_Review-g2014194-d2351675-Reviews-Antico_Ristorante_Drago-Oltre_il_Colle_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034595006,Via Roma 520 ,24013, Oltre il Colle
Agriturismo Il Colle,https://www.tripadvisor.it/Restaurant_Review-g2359886-d2701820-Reviews-Agriturismo_Il_Colle-Capriano_del_Colle_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390309748796,Loc. Montenetto Cascina ucellanda,,Capriano del Colle
Ristorante Centro Sportivo Valle,https://www.tripadvisor.it/Restaurant_Review-g1757558-d6102746-Reviews-Ristorante_Centro_Sportivo_Valle-Oneta_San_Giovanni_Bianco_Province_of_Bergamo_L.html,4.5,fascia media,+39035708988,Via Colle di Zambla 5/A ,24020, Oneta San Giovanni Bianco
La Fonte,https://www.tripadvisor.it/Restaurant_Review-g2014194-d12927761-Reviews-La_Fonte-Oltre_il_Colle_Province_of_Bergamo_Lombardy.html,4.5,,+39034595434,Via Roma 211 ,24013, Oltre il Colle
Bar Pasticceria Manenti,https://www.tripadvisor.it/Restaurant_Review-g2014194-d12823656-Reviews-Bar_Pasticceria_Manenti-Oltre_il_Colle_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034595005,Via Roma 325 ,24013, Oltre il Colle
Rifugio Capanna 2000,https://www.tripadvisor.it/Restaurant_Review-g2014194-d4814722-Reviews-Rifugio_Capanna_2000-Oltre_il_Colle_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034595096,Alpe Arera quota 2000 Localita' Plassa Arera,,Oltre il Colle
Bar Pizzeria Carrara,https://www.tripadvisor.it/Restaurant_Review-g2014194-d3960956-Reviews-Bar_Pizzeria_Carrara-Oltre_il_Colle_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034595250,Via Roma 264 Piazza Centrale ,24013, Oltre il Colle
Agriturismo Colle San Felice,https://www.tripadvisor.it/Restaurant_Review-g187871-d2202812-Reviews-Colle_San_Felice-Verona_Province_of_Verona_Veneto.html,4.0,fascia media,+393469432586,Via Torricelle 2/E ,37128, Verona
Locanda Colle di Sogno,https://www.tripadvisor.it/Restaurant_Review-g2530189-d8554373-Reviews-Locanda_Colle_di_Sogno-Carenno_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341610021,Via Colle 2 ,23802, Carenno
Ristoro Colle Betta,https://www.tripadvisor.it/Restaurant_Review-g608940-d5859543-Reviews-Ristoro_Colle_Betta-Gressoney_la_Trinite_Valle_d_Aosta.html,4.0,fascia media,+393917594890,Localita Colle Bettaforca 1 Colle Bettaforca a 2731 m di quota ,11020, Gressoney-la-Trinité
Colle S. Eusebio,https://www.tripadvisor.it/Restaurant_Review-g1220348-d2469076-Reviews-Colle_S_Eusebio-Vallio_Terme_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390365370000,Via Cavaliere Vigilio Zambelli 34 ,25080, Vallio Terme
Hosteria al Colle,https://www.tripadvisor.it/Restaurant_Review-g1488740-d4304469-Reviews-Hosteria_al_Colle-Recoaro_Terme_Province_of_Vicenza_Veneto.html,4.0,cibo economico,+39044576467,Via Santa Giuliana di Sopra 33 ,36076, Recoaro Terme
Bottega del Vino,https://www.tripadvisor.it/Restaurant_Review-g1079954-d3737048-Reviews-Bottega_del_Vino-Alice_Bel_Colle_Province_of_Alessandria_Piedmont.html,4.5,cibo economico,+390144745441,Piazza Guacchione 4 ,15010, Alice Bel Colle
Villa Desiderio,https://www.tripadvisor.it/Restaurant_Review-g2359886-d3436062-Reviews-Villa_Desiderio-Capriano_del_Colle_Province_of_Brescia_Lombardy.html,4.0,fascia media,+393807874064,Via Cascina Sempione1 Per Navigatore: VIA TESE ,25020, Capriano del Colle
Ristorante Pizzeria Piscina Colle S. Giuseppe,https://www.tripadvisor.it/Restaurant_Review-g1495339-d5848669-Reviews-Ristorante_Pizzeria_Piscina_Colle_S_Giuseppe-Alseno_Province_of_Piacenza_Emilia_.html,3.0,fascia media,+390523947121,Località Colle San Giuseppe 22 ,29010, Alseno
Agriturismo Colle  Rio Stirpi,https://www.tripadvisor.it/Restaurant_Review-g194892-d4891783-Reviews-Agriturismo_Colle_Rio_Stirpi-Salsomaggiore_Terme_Province_of_Parma_Emilia_Romagna.html,4.5,cibo economico,+390524376130,Via Scipione Stirpi 161 ,43039, Salsomaggiore Terme
Agriturismo Al Colle,https://www.tripadvisor.it/Restaurant_Review-g2061196-d7239382-Reviews-Agriturismo_Al_Colle-Villa_Guardia_Province_of_Como_Lombardy.html,3.5,fascia media,+39031492417,Localita Isolati di Maccio 1 ,22079, Villa Guardia
Schneiderwiesen,https://www.tripadvisor.it/Restaurant_Review-g1055435-d1055406-Reviews-Schneiderwiesen-Laives_Province_of_South_Tyrol_Trentino_Alto_Adige.html,4.0,fascia media,+390471250500,Seit / La Costa 41 Laives Italia,,
Kohlern,https://www.tripadvisor.it/Restaurant_Review-g187857-d2391734-Reviews-Kohlern-Bolzano_Province_of_South_Tyrol_Trentino_Alto_Adige.html,4.0,fascia media,+390471329978,Località Colle di Villa 11 ,39100, Bolzano
Oltre Il Gelato,https://www.tripadvisor.it/Restaurant_Review-g187849-d10047301-Reviews-Oltre_Il_Gelato-Milan_Lombardy.html,4.0,,+390298993289,Viale Evaristo Stefini 14 ,20125, Milano
Pasticceria Bonati,https://www.tripadvisor.it/Restaurant_Review-g2412328-d5533446-Reviews-Pasticceria_Bonati-Paladina_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39035541533,Via Bolis 15 ,24030, Paladina
La Taverna Rottigni,https://www.tripadvisor.it/Restaurant_Review-g2527342-d3456682-Reviews-La_Taverna_Rottigni-Serina_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034556720,Via Chiesa 10 ,24017, Serina
Casual Ristorante Enrico Bartolini,https://www.tripadvisor.it/Restaurant_Review-g187830-d10140522-Reviews-Casual_Ristorante_Enrico_Bartolini-Bergamo_Province_of_Bergamo_Lombardy.html,4.5,cucina raffinata,+393460369035,Via San Vigilio 1 stella Michelin Città Alta ,24129, Bergamo
Oltre Il Pane,https://www.tripadvisor.it/Restaurant_Review-g194836-d23682890-Reviews-Oltre_Il_Pane-Novara_Province_of_Novara_Piedmont.html,3.0,,+390321622095,Corso Risorgimento 26 ,28100, Novara
Hill Colle,https://www.tripadvisor.it/Restaurant_Review-g12659847-d17707688-Reviews-Hill_Colle-Villa_Pedergnano_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393349204122,Via Trieste 8/A ,25030, Villa Pedergnano
Colle Della Maddalena,https://www.tripadvisor.it/Restaurant_Review-g187815-d4703729-Reviews-Colle_Della_Maddalena-Romeno_Province_of_Trento_Trentino_Alto_Adige.html,4.0,cibo economico,,Passo Della Maddalena Romeno Italia,,
Ralph Oltre Il Pub,https://www.tripadvisor.it/Restaurant_Review-g670806-d7992420-Reviews-Ralph_Oltre_Il_Pub-Vergiate_Province_of_Varese_Lombardy.html,4.0,fascia media,+393475186956,Via Sesto Calende 50 ,21029, Vergiate
Al Valico,https://www.tripadvisor.it/Restaurant_Review-g2337656-d2703846-Reviews-Al_Valico-Adrara_San_Martino_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39035819080,Via San Fermo ,24060, Adrara San Martino
Albergo Ristorante Neve,https://www.tripadvisor.it/Restaurant_Review-g1629254-d2286890-Reviews-Albergo_Ristorante_Neve-Zambla_Alta_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034595275,Via Fezzoli 13 ,24013, Zambla Alta
Alpen Chalet Ristorante,https://www.tripadvisor.it/Restaurant_Review-g1934112-d17750931-Reviews-Alpen_Chalet_Hotel_Restaurant-Schilpario_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+390346090280,Via Serta 1/d ,24020, Schilpario
Ristorante San Marco,https://www.tripadvisor.it/Restaurant_Review-g1934112-d3388097-Reviews-Ristorante_San_Marco-Schilpario_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034655024,Via Pradella 3 ,24020, Schilpario
La Baita,https://www.tripadvisor.it/Restaurant_Review-g3710626-d4186950-Reviews-La_Baita-Colere_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034631663,Via Cantoniera 16 ,24020, Colere
IL CAPRIOLO,https://www.tripadvisor.it/Restaurant_Review-g1934112-d3256450-Reviews-IL_CAPRIOLO-Schilpario_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034655085,Via Sopra Croce Strada Provinciale Ex Strada Statale 294 Della Valle Di Scalve ,24020, Schilpario
Dolci di Da.Ma,https://www.tripadvisor.it/Restaurant_Review-g1934112-d9705235-Reviews-Dolci_di_Da_Ma-Schilpario_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+393311816745,Via Torri N°27 ,24020, Schilpario
Peccati di Gola- Ristorante & Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g3588718-d3582336-Reviews-Peccati_di_Gola_Ristorante_Pizzeria-Vilminore_di_Scalve_Province_of_Bergamo_Lomb.html,4.0,fascia media,+39034655021,Localitá Ponte Formello 7 ,24020, Vilminore di Scalve
Imperial Bar,https://www.tripadvisor.it/Restaurant_Review-g3588718-d13115270-Reviews-Imperial_Bar-Vilminore_di_Scalve_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034651088,Piazza Papa Giovanni XXIII ,24020, Vilminore di Scalve
Azienda agrituristica Serec,https://www.tripadvisor.it/Restaurant_Review-g2201620-d4784118-Reviews-Azienda_agrituristica_Serec-Angolo_Terme_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393403881623,Localita Serec ,25040, Angolo Terme
Bar Ristoro Rifugio Baracca Cimalbosco-Campelli,https://www.tripadvisor.it/Restaurant_Review-g1934112-d7235958-Reviews-Bar_Ristoro_Rifugio_Baracca_Cimalbosco_Campelli-Schilpario_Province_of_Bergamo_L.html,4.0,cibo economico,+393283016639,Localita Vivione 1 ,24020, Schilpario
Serenella,https://www.tripadvisor.it/Restaurant_Review-g3710626-d1876657-Reviews-Serenella-Colere_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034654034,Via Valle Sponda 7 ,24020, Colere
Biogelato,https://www.tripadvisor.it/Restaurant_Review-g187830-d8463055-Reviews-Gelateria_Biogelato-Bergamo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,,Viale Papa Giovanni XXIII 96 ,24121, Bergamo
Trattoria Alpina,https://www.tripadvisor.it/Restaurant_Review-g3244221-d4660210-Reviews-Trattoria_Alpina-Lozio_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+390364494036,Via San Paolo 22 ,25040, Lozio
La Vecchia Cantoniera,https://www.tripadvisor.it/Restaurant_Review-g7759230-d2328440-Reviews-La_Vecchia_Cantoniera-Cantoniera_della_Presolana_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+390346090142,Via Della Cantoniera 7 Hotel Alpino Ristorante ,24020, Cantoniera della Presolana
Pizzeria Bar Alpi,https://www.tripadvisor.it/Restaurant_Review-g644267-d5493241-Reviews-Pizzeria_Bar_Alpi-Passo_del_Tonale_Province_of_Trento_Trentino_Alto_Adige.html,4.0,fascia media,+390364903850,Via S. Bartolomeo 3 ,38029, Passo del Tonale
Rosso di Sera Bistrò,https://www.tripadvisor.it/Restaurant_Review-g1925658-d1901780-Reviews-Rosso_di_Sera_Bistro-Esine_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364361213,Via Faede 36 ,25040, Esine
Cesira,https://www.tripadvisor.it/Restaurant_Review-g3710626-d1876658-Reviews-Cesira-Colere_Province_of_Bergamo_Lombardy.html,4.5,cucina raffinata,+39034630049,Via Cantoniera della Presolana 1 ,24020, Colere
Rifugio Nani Tagliaferri,https://www.tripadvisor.it/Restaurant_Review-g1934112-d23827364-Reviews-Rifugio_Nani_Tagliaferri-Schilpario_Province_of_Bergamo_Lombardy.html,4.5,,+39034655355,Passo Di Venano Sentieri Cai: 413 416 321 324 ,24020, Schilpario
Chalet Paradise,https://www.tripadvisor.it/Restaurant_Review-g1934112-d13961105-Reviews-Chalet_Paradise-Schilpario_Province_of_Bergamo_Lombardy.html,4.5,,+393394146922,Via Paradiso ,24020, Schilpario
Caffè Centrale Madesimo,https://www.tripadvisor.it/Restaurant_Review-g656835-d3473312-Reviews-Caffe_Centrale_Madesimo-Madesimo_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,,Piazza Giovanni Bertacchi 2 ,23024, Madesimo
Soldanella Ristorante,https://www.tripadvisor.it/Restaurant_Review-g656835-d4079503-Reviews-Soldanella_Ristorante-Madesimo_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+39034357011,Via De Giacomi 1 ,23024, Madesimo
