titles,rating,price,comments,locations,CAP,city,lng,lat,reference,data_source,url,contact,type
Ristorante Hotel Londra,4.6/5,Prezzo medio 35€,114 recensioni,Via Nazionale  34,38018.0,Molveno,10.9662535,46.14288959,ponte di legno,the_fork,,,
Sparkling Lounge Bar & Restaurant,4.8/5,Prezzo medio 38€,3 recensioni,Viale Dolomiti di Brenta  71,38086.0,Pinzolo,10.76660594,46.16001113,ponte di legno,the_fork,,,
Da Sando Credaro,4.8/5,Prezzo medio 15€,85 recensioni,Via degli Alpini  3,24060.0,Credaro,9.92901266,45.65844869,selvino,the_fork,,,
Bar Pasticceria Marika,3.5,fascia media,,Corso Milano 17,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d7131438-Reviews-Bar_Pasticceria_Marika-Selvino_Province_of_Bergamo_Lombardy.html,+393932505982,
Ristorante Sorriso,4.5,cucina raffinata,,Via Talpino 79,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d2101854-Reviews-Ristorante_Sorriso-Selvino_Province_of_Bergamo_Lombardy.html,+39035763104,
Pizzeria Birreria Roma,3.5,fascia media,,Via Monte Alben 13,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d2263032-Reviews-Pizzeria_Birreria_Roma-Selvino_Province_of_Bergamo_Lombardy.html,+39035763012,
Ca' di Bore,4.0,fascia media,,Via Cantul 38,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d3211187-Reviews-Ca_di_Bore-Aviatico_Province_of_Bergamo_Lombardy.html,+39035779167,
Al CAntuccio,3.5,cibo economico,,Via Vulcano 18,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d4606573-Reviews-Al_CAntuccio-Selvino_Province_of_Bergamo_Lombardy.html,+39035764188,
Mc Keown Pub,3.5,cibo economico,,Corso Milano 4,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d5617413-Reviews-Mc_Keown_Pub-Selvino_Province_of_Bergamo_Lombardy.html,+393484791053,
Pasticceria Caffetteria Gelateria Del Piccinini,4.0,fascia media,,Via Daniele Piccinini 3,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d6995975-Reviews-Pasticceria_Caffetteria_Gelateria_Del_Piccinini-Selvino_Province_of_Bergamo_Lomba.html,+39035764391,
BAR PIZZERIA TENNIS,4.0,cibo economico,,Via Passero 16,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d3411841-Reviews-Bar_Pizzeria_Tennis-Selvino_Province_of_Bergamo_Lombardy.html,+39035763909,
Tre Corone Bistrot,4.5,fascia media,,Via Ama 58,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d10172778-Reviews-Tre_Corone_Bistrot-Aviatico_Province_of_Bergamo_Lombardy.html,+393409880550,
Merelli Bar Ristorante,4.0,cibo economico,,Via Salmezza 1 Nembro,24027.0,Bergamo,9.66842453,45.69441368,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g187830-d1891357-Reviews-Merelli_Bar_Ristorante-Bergamo_Province_of_Bergamo_Lombardy.html,+39035514870,
Ristorante Passata,4.5,cibo economico,,Via Passata 5,24019.0,Zogno,9.66791865,45.7948216,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1131567-d2289760-Reviews-Passata-Zogno_Province_of_Bergamo_Lombardy.html,+39034569013,
Ristorante Pizzeria K2,4.0,fascia media,,Via Aviatico 28,24020.0,Selvino,9.75012725,45.78074838,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g644255-d3411842-Reviews-Ristorante_Pizzeria_K2-Selvino_Province_of_Bergamo_Lombardy.html,+39035763313,
Bar Pizzeria Gelateria Centrale,4.5,fascia media,,via Cantul 1 Aviatico,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d6823288-Reviews-Bar_Pizzeria_Gelateria_Centrale-Aviatico_Province_of_Bergamo_Lombardy.html,+39035779085,
Ristorante del Rifugio Monte Poieto,3.5,fascia media,,Localita Monte Poieto,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d2251368-Reviews-Ristorante_del_Rifugio_Monte_Poieto-Aviatico_Province_of_Bergamo_Lombardy.html,+39035779184,
Trattoria Pizzeria Felicita,3.0,fascia media,,Frazione Ganda,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d3486379-Reviews-Trattoria_Pizzeria_Felicita-Aviatico_Province_of_Bergamo_Lombardy.html,+39035764844,
Locanda Felicita,3.5,fascia media,,Via Ganda 83 Frazione Ganda,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d3682567-Reviews-Locanda_Felicita-Aviatico_Province_of_Bergamo_Lombardy.html,+39035754854,
Agriturismo La Corna,3.5,fascia media,,Frazione Sambusita 41/A,24010.0,Algua,9.72222924,45.82583705,san pellegrino terme,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2464979-d5541826-Reviews-Agriturismo_La_Corna-Algua_Province_of_Bergamo_Lombardy.html,+39034568137,
Pizzeria Tre Corone,4.0,fascia media,,Via Giuseppe Garibaldi 56,24027.0,Nembro,9.75892641,45.74353321,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1076580-d3739142-Reviews-Pizzeria_tre_corone-Nembro_Province_of_Bergamo_Lombardy.html,+39035520319,
La penzana,3.5,fascia media,,Via Alla Chiesa 4 Orezzo vicino alla chiesa.,24025.0,Gazzaniga,9.83572599,45.79743158,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g3515976-d4598834-Reviews-La_penzana-Gazzaniga_Province_of_Bergamo_Lombardy.html,+39035712021,
New Bar Dolci,4.0,cibo economico,,Via Cantul 34,24020.0,Aviatico,9.76892181,45.7928051,selvino,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g966813-d3411831-Reviews-New_Bar_Dolci-Aviatico_Province_of_Bergamo_Lombardy.html,+39035779166,
Ristorante Pizzeria la Pergola,4.0,fascia media,,Via Corno d'Aola 17,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d6016215-Reviews-Ristorante_Pizzeria_la_Pergola-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393293376344,
El Volt,3.5,fascia media,,Via Gennaro Sora 19,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2529658-Reviews-El_Volt-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036492050,
Caffè Roma,4.0,fascia media,,Via Cima Cadi' 1,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d6782216-Reviews-Caffe_Roma-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393492377373,
Ristorante San Marco,4.0,fascia media,,Piazzale Europa 18,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2282721-Reviews-San_Marco-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393939004659,
La Rasega Wine Bar,4.0,fascia media,,Via IV Novembre 72 Confluenza generante fiume Oglio,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2542618-Reviews-La_Rasega-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393397921494,
Ristorante Pizzeria Sporting,4.0,fascia media,,Viale Venezia 46,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d3386075-Reviews-Sporting-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036491775,
Ristorante Frigidolfo,4.5,fascia media,,Via Valle delle Messi 55,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d3502013-Reviews-Ristorante_Frigidolfo-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036491266,
L'asino che vola,4.0,cibo economico,,Vicolo Valbione 5,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d4719303-Reviews-Bar_L_Asino_Che_Vola-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,3928895034,
Ristorante Pizzeria da Giusy,4.0,fascia media,,Via Ercavallo 39 Non si accettano animali anche di piccola taglia all'interno del locale.,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d1018308-Reviews-Ristorante_Pizzeria_da_Giusy-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036492153,
La Briciola,3.5,cibo economico,,Via Cesare Battisti 105,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d7376028-Reviews-La_Briciola-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+390364900911,
Pasticceria Roma  Zucchetti Davide,4.0,fascia media,,Piazzale Europa 47,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d5861863-Reviews-Pasticceria_ROMA-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393395378430,
Ca' del Re,4.0,fascia media,,Via San Giovanni 79,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2261059-Reviews-Ca_del_Re-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036491497,
Tre Archi,4.0,fascia media,,Via Castello,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2467741-Reviews-Tre_Archi-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+390364900621,
Ristorante Al Tabià,3.5,fascia media,,Via S. Antonio N 3,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2265946-Reviews-Ristorante_Al_Tabia-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036491406,
La Tana dell'Orso,3.0,fascia media,,Via Case Sparse Val Sozzine,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2436577-Reviews-La_Tana_dell_Orso-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+390364901036,
Ristorante Capanna Valbione,3.5,fascia media,,Località Valbione Snc,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d6408141-Reviews-Ristorante_Capanna_Valbione-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036492324,
Petit Pierre Corno d'aola,4.0,fascia media,,Rifugio in loc.Corno d'Aola Località corno d'aola,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d4470670-Reviews-Petit_Pierre_Corno_d_aola-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393397481915,
Ristorante Masoguera,4.0,fascia media,,piazzale Cida 51,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d3544811-Reviews-Ristorante_Pizzeria_Masoguera-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+390364900909,
Rifugio Valmalza,4.0,fascia media,,valle delle Messi,25050.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d4755649-Reviews-Rifugio_Valmalza-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+393487962766,
Pizzeria Ristorante Il Ceppo,3.0,fascia media,,Via Cida 23,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d2210961-Reviews-Pizzeria_Ristorante_Il_Ceppo-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+39036491882,
Ristorante Kro,4.5,fascia media,,Via Tollarini 70/C Frazione Pontagna,25050.0,Temù,10.4704713,46.24975113,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1813852-d2098109-Reviews-Ristorante_Kro-Temu_Province_of_Brescia_Lombardy.html,+390364906411,
Albergo Ristorante Eden,3.5,cibo economico,,Via Castello 19,25050.0,Temù,10.4704713,46.24975113,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1813852-d4600603-Reviews-Albergo_Ristorante_Eden-Temu_Province_of_Brescia_Lombardy.html,+3903641873035,
Albergo Ristorante Al Maniero,3.5,fascia media,,Via Roma 54,25056.0,Ponte di Legno,10.5114586,46.25647207,ponte di legno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194852-d5777626-Reviews-Albergo_Ristorante_Al_Maniero-Ponte_di_Legno_Province_of_Brescia_Lombardy.html,+390364900041,
Ristorante dell' Albergo Piazzatorre,4.5,fascia media,,Via Centro 21,24010.0,Piazzatorre,9.68557205,45.99001243,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1757554-d4602807-Reviews-Ristorante_dell_Albergo_Piazzatorre-Piazzatorre_Province_of_Bergamo_Lombardy.html,+39034585033,
Ristorante Pizzeria Rustica,4.0,fascia media,,Via Zappata 2,24010.0,Piazzatorre,9.68557205,45.99001243,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1757554-d5449111-Reviews-Ristorante_Pizzeria_Rustica-Piazzatorre_Province_of_Bergamo_Lombardy.html,+39034585155,
Ristorante Hotel Milano,4.5,fascia media,,Via Centro 19,24010.0,Piazzatorre,9.68557205,45.99001243,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1757554-d6350672-Reviews-Ristorante_Hotel_Milano-Piazzatorre_Province_of_Bergamo_Lombardy.html,+39034585027,
Ristorante pizzeria Edelweiss,4.0,cibo economico,,via carale 18,24010.0,Santa Brigida,9.6234368,45.9812844,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1486304-d1484893-Reviews-Ristorante_Pizzeria_Edelweiss-Santa_Brigida_Province_of_Bergamo_Lombardy.html,+39034588683,
La Brina,3.5,cibo economico,,Via Gaetano Donizetti 31,24010.0,Olmo al Brembo,9.64893935,45.96953727,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2529284-d2515859-Reviews-La_Brina-Olmo_al_Brembo_Province_of_Bergamo_Lombardy.html,+39034587057,
Ristorante Albergo Sole,4.5,fascia media,,Via Bonandrini 4,24010.0,Mezzoldo,9.66566839,46.01220471,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1405297-d5859529-Reviews-Ristorante_Albergo_Sole-Mezzoldo_Province_of_Bergamo_Lombardy.html,+39034586111,
Il Caminetto,4.0,fascia media,,Piazza Vittorio Emanuele II 6,24010.0,Branzi,9.75868016,46.00494814,carona,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1826734-d4587108-Reviews-Il_Caminetto-Branzi_Province_of_Bergamo_Lombardy.html,+39034571517,
Albergo Ristorante Piazza Brembana,4.5,fascia media,,Via Bortolo Belotti 70,24014.0,Piazza Brembana,9.67734981,45.94631547,piazzatorre,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g3198189-d3436078-Reviews-Ristorante_Hotel_Piazza_Brembana-Piazza_Brembana_Province_of_Bergamo_Lombardy.html,+39034581070,
Antica Osteria Rapella,4.0,fascia media,,Via Margna 36,23017.0,Morbegno,9.56978082,46.13045582,gerola alta,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1930015-d2387245-Reviews-Antica_Osteria_Rapella-Morbegno_Province_of_Sondrio_Lombardy.html,+390342610377,
Ristorante Trattoria Regina,4.0,cibo economico,,Via ai Maggenghi 2/A,23832.0,Crandola Valsassina,9.38010344,46.02218424,margno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1973847-d2048566-Reviews-Trattoria_Regina-Crandola_Valsassina_Province_of_Lecco_Lombardy.html,+390341840118,
Rifugio Disolin Alpe di Paglio,4.5,fascia media,,Alpe di Paglio,23831.0,Casargo,9.38827009,46.03836074,margno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2357815-d6378850-Reviews-Rifugio_Disolin_Alpe_di_Paglio-Casargo_Province_of_Lecco_Lombardy.html,+393406073845,
Osteria Il Gatto e la Volpe,4.0,cibo economico,,Via San Giovanni 8,23832.0,Crandola Valsassina,9.38010344,46.02218424,margno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1973847-d3498528-Reviews-Osteria_Il_Gatto_e_la_Volpe-Crandola_Valsassina_Province_of_Lecco_Lombardy.html,+393298976519,
Bar-Ristorante nel Castello di Breno,4.0,fascia media,,Via Castello All'interno delle mura,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d8142887-Reviews-Bar_Ristorante_nel_Castello_di_Breno-Breno_Province_of_Brescia_Lombardy.html,+393346485754,
Bar la Busa,4.0,cibo economico,,Via Agostino Rizzieri 1,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d7352396-Reviews-Bar_la_Busa-Breno_Province_of_Brescia_Lombardy.html,+393475315172,
L'Aquiletta,4.0,cibo economico,,Via Leonardo da Vinci 17/a,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d14095437-Reviews-L_Aquiletta-Breno_Province_of_Brescia_Lombardy.html,+393485118001,
Rifugio Tita secchi,4.0,fascia media,,Località Lago della Vacca - Breno località Lago della Vacca,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d7682364-Reviews-Rifugio_Tita_Secchi-Breno_Province_of_Brescia_Lombardy.html,+390365903001,
Leroi,4.5,cibo economico,,Piazza dell'Orologio 38,24023.0,Clusone,9.94697311,45.89156953,songavazzo,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1201172-d4582135-Reviews-Leroi-Clusone_Province_of_Bergamo_Lombardy.html,+393455913729,
Pasticceria Caffetteria Bontempi,4.5,cibo economico,,Via Nazionale 15 Strada Principale,25050.0,Sellero,10.33811802,46.06872235,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2693215-d12149374-Reviews-Pasticceria_Caffetteria_Bontempi-Sellero_Province_of_Brescia_Lombardy.html,+393282788477,
Ristorante del Rifugio Passo Crocedomini,4.5,cibo economico,,Passo Crocedomini Località' Crocedomini,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d2237972-Reviews-Ristorante_del_Rifugio_Passo_Crocedomini-Breno_Province_of_Brescia_Lombardy.html,+390364310425,
Baobab,3.5,fascia media,,piazza Corna Pellegrini 12/b,25055.0,Pisogne,10.10889801,45.80480282,pisogne,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g1574966-d3381955-Reviews-Baobab-Pisogne_Province_of_Brescia_Lombardy.html,+390364880117,
Due Magnolie,4.0,fascia media,,Via Nazionale 129,25052.0,Piancogno,10.22051406,45.91880417,borno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2018856-d3738035-Reviews-Due_magnolie-Piancogno_Province_of_Brescia_Lombardy.html,+390364367111,
Bar Blumon Break,4.5,cibo economico,,SP 669 10 Località Gaver,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d13189237-Reviews-Bar_Blumon_Break-Breno_Province_of_Brescia_Lombardy.html,+390365904972,
Bistrot Domenighini,4.5,fascia media,,Piazza Sant’Antonio 9,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d2389877-Reviews-Bistrot_Domenighini-Breno_Province_of_Brescia_Lombardy.html,+390364529187,
Locanda Gaver,4.0,cibo economico,,via Gaver,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d3418525-Reviews-Locanda_Gaver-Breno_Province_of_Brescia_Lombardy.html,+39036599325,
Rifugio Bazena,3.0,fascia media,,Localita Bazena SNC,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d3564348-Reviews-Rifugio_Bazena-Breno_Province_of_Brescia_Lombardy.html,+390364310777,
Delizioso Pizzeria e Kebab,4.0,cibo economico,,Via Domenighini 3 Piazza  Ronchi,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d21251018-Reviews-Delizioso_Pizzeria_e_Kebab-Breno_Province_of_Brescia_Lombardy.html,+393495623425,
Bar Bruffione,5.0,fascia media,,Località Gaver,25043.0,Breno,10.30204086,45.95601285,breno,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g194700-d21091259-Reviews-Bar_Bruffione-Breno_Province_of_Brescia_Lombardy.html,+39036599786,
BAR-RISTORO CAPRIOLO,4.0,cibo economico,,VIA RANCILIO 29,23817.0,Moggio,9.49003943,45.93125375,moggio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2287650-d6179828-Reviews-Bar_Ristoro_Capriolo-Moggio_Province_of_Lecco_Lombardy.html,+393420083280,
Rifugio Nicola,3.5,fascia media,,Via Piani Di Artavaggio,23817.0,Moggio,9.49003943,45.93125375,moggio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2287650-d7008141-Reviews-Rifugio_Nicola-Moggio_Province_of_Lecco_Lombardy.html,+390341997939,
Rifugio Cazzaniga Merlini,3.5,cibo economico,,Piani Di Artavaggio,23817.0,Moggio,9.49003943,45.93125375,moggio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2287650-d9610174-Reviews-Rifugio_Cazzaniga_Merlini-Moggio_Province_of_Lecco_Lombardy.html,341997839,
Invernizzi,3.5,cibo economico,,Via Don Paolo Mariani 3,23817.0,Moggio,9.49003943,45.93125375,moggio,tripadvisor,https://www.tripadvisor.it/Restaurant_Review-g2287650-d6528980-Reviews-Invernizzi-Moggio_Province_of_Lecco_Lombardy.html,+390341996855,
