nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
Active Hotel,https://www.booking.com/hotel/it/milano-active.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via silvio pellico 6,"8,1",54 recensioni,"8,9","8,3","8,1","8,5","7,6","8,5",10,Castione della Presolana,Italia,24020.0,False,,
Locazione Turistica Residence Primula-2,https://www.booking.com/hotel/it/locazione-turistica-residence-primula-2.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,,,,,,,,,,Madesimo,Italia,23021.0,False,,
Trilocale Fontana,https://www.booking.com/hotel/it/trilocale-fontana.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305800&from=searchresults#hotelTmpl,viale venezia 23b,"7,8",17 recensioni,"8,5","8,1","8,5","7,8","7,1","9,4",,Ponte di Legno,Italia,25056.0,False,,
Stella alpina,https://www.booking.com/hotel/it/stella-alpina-schilpario.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zY2hpbHBhcmlvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKiv4ukBsACAdICJDU4ZDcxNGM5LTg4NzktNDZmNy04YWM5LTJkMmJhZDZiMWFkM9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=d62b3a11751c0149&srepoch=1686298531&from=searchresults#hotelTmpl,vicolo delle piazze,"9,2",43 recensioni,"9,7","9,6","9,8","9,6","9,3","9,7","7,5",Schilpario,Italia,24020.0,False,,
Casa Aprica n.6 a 50 m dalle piste WiFi box auto,https://www.booking.com/hotel/it/casa-aprica-n6-a-50-m-dalle-piste-wifi-box-auto.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from=searchresults#hotelTmpl,Via Clef 30,,,,,,,,,,Aprica,Italia,23031.0,True,,
Appartamento Campacc,https://www.booking.com/hotel/it/appartamento-campacc-livigno.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=602&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,Via Molin 60,"8,3",6 recensioni,"8,1","8,1","9,4","7,5","8,1","8,8",,Livigno,Italia,23041.0,True,,
Appartamento Giada,https://www.booking.com/hotel/it/appartamento-giada-livigno1.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=603&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via florin 307,"9,1",7 recensioni,"9,6","8,9","9,3","9,6","9,3","8,9",,Livigno,Italia,23030.0,False,,
Casa vacanze Emilio,https://www.booking.com/hotel/it/casa-vacanze-emilio-temu.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via prevalè 4,"9,0",61 recensioni,"9,6","9,1","9,3","9,3","8,6","9,1",10,Temù,Italia,25050.0,False,,
B&B Villa Cavallier,https://www.booking.com/hotel/it/villa-cavallier.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXJ6aW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As-3i6QGwAIB0gIkYTI5Mjk2YjYtNTc1NS00Y2E3LWE0N2ItMWI3OGI3ZDllYzI42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=45543827ebf5027c&srepoch=1686297553&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via Arola 1,"9,6",84 recensioni,"9,9","9,7","9,8","9,8","9,2","9,8",10,Barzio,Italia,23816.0,True,,
Hotel Capriolo,https://www.booking.com/hotel/it/capriolo.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,via carducci 33,"8,0",79 recensioni,"9,3","8,2","8,7","8,1","8,3","9,4","9,4",Madesimo,Italia,23024.0,False,,
Riso e Latte Casa Vacanze,https://www.booking.com/hotel/it/riso-e-latte-casa-vacanze.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297231&from=searchresults#hotelTmpl,Via San Marco 12,10,3 recensioni,10,10,10,10,"9,2",10,,Pisogne,Italia,25055.0,True,,
Hotel Giardino,https://www.booking.com/hotel/it/giardino-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via per piatta 11,"8,1",561 recensioni,"8,6","8,0","8,7","8,3","8,3","8,7","8,5",Bormio,Italia,23032.0,False,,
Holiday House Erika,https://www.booking.com/hotel/it/holidayhouse-erika.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via al dosso 4,"8,4",199 recensioni,"9,1","8,0","8,6","8,5","8,3","8,8","8,8",Valdidentro,Italia,23038.0,False,,
Hotel Larice Bianco,https://www.booking.com/hotel/it/larice-bianco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=229&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299647&from=searchresults#hotelTmpl,via funivie 10,"9,2",138 recensioni,"9,8","9,3","9,7","9,5","8,6","9,6","7,5",Bormio,Italia,23032.0,False,,
La Rosa Home,https://www.booking.com/hotel/it/la-rosa.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9waXVyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4K-LpAbAAgHSAiQ4ZTllODRmOS02ODFhLTRkMmQtOWM4YS02OTk5ZTQzZWNmYjPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=3475362f2294020c&srepoch=1686296545&from=searchresults#hotelTmpl,via giuppedi 7,"9,4",50 recensioni,"9,6","9,4","9,6","9,7","9,2","9,4","8,1",Piuro,Italia,23020.0,False,,
Dagli Olivari - Casa Ale,https://www.booking.com/hotel/it/era-una-volta-gromo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ncm9tb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCqq6LpAbAAgHSAiQxNjJkMWIwMi1iM2I0LTQwZWYtYTM1Yi00NzNhNzRkZjA0YTDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=7b1a35d5ed9f02ba&srepoch=1686296363&from=searchresults#hotelTmpl,piazza dante,"9,3",30 recensioni,"9,6","8,8","9,3","9,3","9,3","9,5",,Gromo,Italia,24020.0,False,,
QC room San Pellegrino,https://www.booking.com/hotel/it/qc-room-san-pellegrino.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via fratelli calvi 6,"8,9",829 recensioni,"8,2","8,9","9,4","9,5","8,2","9,0","9,4",San Pellegrino Terme,Italia,24016.0,False,,
FISHERMAN,https://www.booking.com/hotel/it/fisherman.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297231&from=searchresults#hotelTmpl,piazza berlai 4,"8,5",2 recensioni,"6,3","7,5",10,10,"8,8",10,,Pisogne,Italia,25055.0,False,,
La villetta a 2 passi dal lago...,https://www.booking.com/hotel/it/la-villetta-a-2-passi-dal-lago.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"8,6",40 recensioni,"9,3","8,7","9,0","8,7","9,1","7,9",10,Pisogne,Italia,25055.0,False,, san gerolamo 4
Chez Nous,https://www.booking.com/hotel/it/chez-nous-foppolo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from=searchresults#hotelTmpl,Via Cortivo 10,"7,5",2 recensioni,"8,8","7,5","8,8","7,5","6,3","7,5",,Foppolo,Italia,24010.0,True,,
Resegone,https://www.booking.com/hotel/it/resegone-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,Corso Martiri della Liberazione 35,"9,3",3 recensioni,10,"9,2","9,2",10,10,10,,Lecco,Italia,23900.0,True,,
Bucaneve,https://www.booking.com/hotel/it/sirio-multiservice.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305800&from=searchresults#hotelTmpl,via dottor mario piazza 4,"9,4",17 recensioni,10,"9,6","9,9","9,9","9,1","8,7",,Ponte di Legno,Italia,25056.0,False,,
Residence Larice Bianco App n2,https://www.booking.com/hotel/it/residence-larice-bianco-app-n2.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,via delle soste 33/35,,,,,,,,,,Campodolcino,Italia,23021.0,False,,
Chalet Ralon,https://www.booking.com/hotel/it/chalet-ralon.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via san pietro 2,"9,7",6 recensioni,"9,6","9,6","9,6","9,6","9,6","9,6",,Valdisotto,Italia,23030.0,False,,
Residence Casa Federica,https://www.booking.com/hotel/it/casa-federica.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299021&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via roina 2b,"9,3",30 recensioni,"9,7","9,3","9,5","9,6","9,4","9,1","9,2",Valfurva,Italia,23030.0,False,,
Appartamento con vista sulle Grigna,https://www.booking.com/hotel/it/appartamento-con-vista-sulle-grigna.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXJ6aW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4As-3i6QGwAIB0gIkYTI5Mjk2YjYtNTc1NS00Y2E3LWE0N2ItMWI3OGI3ZDllYzI42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=45543827ebf5027c&srepoch=1686297553&from=searchresults#hotelTmpl,via milano 30,"8,3",15 recensioni,"8,4","8,4","8,5","8,0","8,0","9,0",,Barzio,Italia,23816.0,False,appartamento 29,
Casa Mia,https://www.booking.com/hotel/it/casa-verdeneve.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via battaglion tirano 2,"9,7",22 recensioni,10,"9,8","9,8","9,9","9,0","9,9","8,8",Bormio,Italia,23032.0,False,,
Hotel Zebrù,https://www.booking.com/hotel/it/zebru-valfurva.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299021&from=searchresults#hotelTmpl,via gleira 15,"8,6",384 recensioni,"9,3","8,4","9,3","8,9","8,7","8,6","9,1",Valfurva,Italia,23030.0,False,,
Ca' di Pazient,https://www.booking.com/hotel/it/ca-di-pazient.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from=searchresults#hotelTmpl,via san silvestro snc,"9,3",16 recensioni,"9,5","9,3","9,8","9,8","9,2","8,6",,Teglio,Italia,23036.0,False,,
Casa Moren Apartment,https://www.booking.com/hotel/it/casa-cris-borno1.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from=searchresults#hotelTmpl,Via Vittorio Emanuele 4,"9,7",3 recensioni,10,"9,2",10,10,10,10,,Borno,Italia,25042.0,True,Primo piano,
Hotel La Colombina,https://www.booking.com/hotel/it/la-colombina.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=793&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301159&from=searchresults#hotelTmpl,ss301 ,"7,5",53 recensioni,"8,1","7,3","8,6","7,7","7,0","7,7","9,2",Livigno,Italia,23041.0,False,, trepalle
B&B Villa Dalegno,https://www.booking.com/hotel/it/b-amp-b-villa-dalegno.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via trieste 4,"9,0",193 recensioni,"9,4","9,1","9,6","9,4","8,8","8,2",10,Temù,Italia,25050.0,False,,
Albergo Mangusta,https://www.booking.com/hotel/it/albergo-mangusta-madesimo.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,via baldiscio isola 41,"8,2",327 recensioni,"9,3","8,0","8,9","8,6","8,3","8,8","5,9",Madesimo,Italia,23024.0,False,,
Lo Chalet,https://www.booking.com/hotel/it/milano-lo-chalet.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from=searchresults#hotelTmpl,via silvio pellico 5,"7,7",49 recensioni,"8,7","8,3","8,2","8,1","6,8","8,3","7,5",Castione della Presolana,Italia,24020.0,False,,
Alpini Apartments,https://www.booking.com/hotel/it/alpini-apartments.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306364&from=searchresults#hotelTmpl,via quinto alpini 55,"7,6",45 recensioni,"8,8","8,0","8,6","8,4","7,7","7,6",10,Chiesa in Valmalenco,Italia,23023.0,False,,
Albergo Bucaneve,https://www.booking.com/hotel/it/albergo-bucaneve.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via motta 45,"9,0",6 recensioni,"9,6","9,2","9,6","9,6","9,2","9,6",,Campodolcino,Italia,23024.0,False,,
